				BA_1	BA_2	BA_3	BA_4	SF_1	SF_2	SF_3	SF_4
ENSBTAG00000018279_SPATA5L1	SPATA5L1	SPATA5L1	SPATA5L1	69	73	60	72	15	15	11	37
ENSBTAG00000018280_SLC28A3	SLC28A3	SLC28A3	SLC28A3	113	22	137	78	622	318	733	435
ENSBTAG00000018281_GPX7	GPX7	GPX7	GPX7	21	0	34	5	0	0	3	0
ENSBTAG00000018282_NIF3L1	NIF3L1	NIF3L1	NIF3L1	268	149	132	149	111	101	151	114
ENSBTAG00000018283_ACAA1	ACAA1	ACAA1	ACAA1	438	347	439	472	525	833	741	834
ENSBTAG00000018284_KBTBD11	KBTBD11	KBTBD11	KBTBD11	0	0	0	0	0	0	0	1
ENSBTAG00000018285_VAMP5	VAMP5	VAMP5	VAMP5	146	154	74	118	6	22	23	8
ENSBTAG00000018286_RNF181	RNF181	RNF181	RNF181	795	458	674	723	941	528	1079	898
ENSBTAG00000018287_SLC25A48	SLC25A48	SLC25A48	SLC25A48	0	0	0	0	0	0	0	0
ENSBTAG00000018289_TMEM150A	TMEM150A	TMEM150A	TMEM150A	39	35	54	79	30	84	53	81
ENSBTAG00000018290_IL9	IL9	IL9	IL9	0	0	0	0	0	0	18	0
ENSBTAG00000018291_C11H2orf68	C11H2orf68	C11H2orf68	C11H2orf68	51	29	93	57	26	59	58	44
ENSBTAG00000018292_MOSPD2	MOSPD2	MOSPD2	MOSPD2	85	33	44	30	27	32	49	30
ENSBTAG00000018294_DNASE1L3	DNASE1L3	DNASE1L3	DNASE1L3	39	8	9	44	705	572	828	707
ENSBTAG00000018295_SEC23B	SEC23B	SEC23B	SEC23B	293	183	303	180	153	245	333	274
ENSBTAG00000018297_PLEKHH1	PLEKHH1	PLEKHH1	PLEKHH1	0	0	0	0	0	0	0	0
ENSBTAG00000018299_PIGH	PIGH	PIGH	PIGH	66	16	52	58	76	21	40	44
ENSBTAG00000018300_TNFRSF19	TNFRSF19	TNFRSF19	TNFRSF19	38	26	84	84	7	8	14	5
ENSBTAG00000018303_PAPPA2	PAPPA2	PAPPA2	PAPPA2	0	0	0	0	0	0	0	0
ENSBTAG00000018307_SEMA3F	SEMA3F	SEMA3F	SEMA3F	60	70	99	96	10	21	74	43
ENSBTAG00000018309	#VALUE!	-	ENSBTAG00000018309	0	0	0	0	0	0	1	0
ENSBTAG00000018310_SETD3	SETD3	SETD3	SETD3	294	333	230	323	61	114	157	97
ENSBTAG00000018311	#VALUE!	-	ENSBTAG00000018311	0	0	0	0	0	0	0	0
ENSBTAG00000018312	#VALUE!	-	ENSBTAG00000018312	6.25	9.39	18.84	6.19	4.19	6.25	7.27	16.15
ENSBTAG00000018313_MBNL2	MBNL2	MBNL2	MBNL2	642	497	612	857	513	806	1020	662
ENSBTAG00000018314_MED11	MED11	MED11	MED11	148	89	213	143	32	43	35	63
ENSBTAG00000018315_PELP1	PELP1	PELP1	PELP1	48	51	59	12	18	26	23	31
ENSBTAG00000018316_ZMYND15	ZMYND15	ZMYND15	ZMYND15	5	0	2	0	0	0	9	0
ENSBTAG00000018317_PPP2R2A	PPP2R2A	PPP2R2A	PPP2R2A	431	344	299	330	440	284	768	413
ENSBTAG00000018318_DNAJB5	DNAJB5	DNAJB5	DNAJB5	22	11	7	0	0	0	8	7
ENSBTAG00000018320_RPLP1	RPLP1	RPLP1	RPLP1	16466.72	18405.64	7996.11	14605.77	8665.1	7172.81	5696.75	8263.2
ENSBTAG00000018321_PAOX	PAOX	PAOX	PAOX	268	190	100	215	58	73	133	63
ENSBTAG00000018322_SEC24A	SEC24A	SEC24A	SEC24A	309	104	122	210	241	304	150	164
ENSBTAG00000018323_MAGEA11	MAGEA11	MAGEA11	MAGEA11	0	0	0	0	0	0	0	0
ENSBTAG00000018324_AGO3	AGO3	AGO3	AGO3	19	42	12	21	3	11	12	22
ENSBTAG00000018326_FXYD7	FXYD7	FXYD7	FXYD7	0	3.98	2.11	0	3.14	0	0	1.85
ENSBTAG00000018329_EXOSC7	EXOSC7	EXOSC7	EXOSC7	217	124	278	212	170	98	154	133
ENSBTAG00000018330_RAD9B	RAD9B	RAD9B	RAD9B	5	31	23	25	4	9	0	5
ENSBTAG00000018331_CLEC3B	CLEC3B	CLEC3B	CLEC3B	164	177	117	115	14	16	5	0
ENSBTAG00000018332_PPTC7	PPTC7	PPTC7	PPTC7	408	407	204	386	183	136	194	168
ENSBTAG00000018334_PLAGL2	PLAGL2	PLAGL2	PLAGL2	14	28	22	8	14	10	13	23
ENSBTAG00000018339_ATP5MC1	ATP5MC1	ATP5MC1	ATP5MC1	2140	1418	1962	1674	964	649	712.99	802
ENSBTAG00000018340	#VALUE!	-	ENSBTAG00000018340	20.08	16.49	6.05	8.17	7.09	0	2	8.22
ENSBTAG00000018342_TJP3	TJP3	TJP3	TJP3	85	162	45	89	221	640	500	463
ENSBTAG00000018343_NCR3	NCR3	NCR3	NCR3	5	6	3	10	6	6	0	4
ENSBTAG00000018345_FBXO39	FBXO39	FBXO39	FBXO39	0	0	0	0	2	0	0	0
ENSBTAG00000018346_TRIM42	TRIM42	TRIM42	TRIM42	0	0	0	0	0	0	0	0
ENSBTAG00000018347_IL33	IL33	IL33	IL33	0	0	0	0	1	5	9	2
ENSBTAG00000018348_CBLL1	CBLL1	CBLL1	CBLL1	100	66	45	29	62	68	25	46
ENSBTAG00000018349_IFI30	IFI30	IFI30	IFI30	222	107	274	169	138	236	263	249
ENSBTAG00000018352_ABRA	ABRA	ABRA	ABRA	0	0	0	0	0	0	0	0
ENSBTAG00000018356_SYT15	SYT15	SYT15	SYT15	0	5	1	0	0	0	0	0
ENSBTAG00000018358_STAC3	STAC3	STAC3	STAC3	0	0	0	0	0	0	0	0
ENSBTAG00000018360_MRPL1	MRPL1	MRPL1	MRPL1	827	577	374	757	226	307	235	301
ENSBTAG00000018361_R3HDM2	R3HDM2	R3HDM2	R3HDM2	109	77	150	191	52	44	93	83
ENSBTAG00000018362_TMEM109	TMEM109	TMEM109	TMEM109	371	274	390	247	52	113	103	92
ENSBTAG00000018363_RBM48	RBM48	RBM48	RBM48	141	127	80	135	62	109	87	68
ENSBTAG00000018364_TMEM132A	TMEM132A	TMEM132A	TMEM132A	18	23	5	0	0	0	0	0
ENSBTAG00000018365_CYP2E1	CYP2E1	CYP2E1	CYP2E1	0	1	0	0	0	3	0	0
ENSBTAG00000018366_SLC15A3	SLC15A3	SLC15A3	SLC15A3	5	2	4	1	0	0	0	0
ENSBTAG00000018367_CD6	CD6	CD6	CD6	30	3	0	6	0	0	0	0
ENSBTAG00000018369_MYL2	MYL2	MYL2	MYL2	0	0	0	0	0	2	0	0
ENSBTAG00000018372_STARD7	STARD7	STARD7	STARD7	331	117	242	201	47	40	58	76
ENSBTAG00000018373_DPYSL2	DPYSL2	DPYSL2	DPYSL2	80	33	36	40	28	0	0	1
ENSBTAG00000018374_WASF2	WASF2	WASF2	WASF2	94	58	58	109	59	77	134	75
ENSBTAG00000018375_ATCAY	ATCAY	ATCAY	ATCAY	0	0	4	0	0	0	0	0
ENSBTAG00000018379_TMEM175	TMEM175	TMEM175	TMEM175	35	41	36	14	17	27	66	13
ENSBTAG00000018381_CRLF3	CRLF3	CRLF3	CRLF3	58	37	29	56	28	9	0	20
ENSBTAG00000018382_SMS	SMS	SMS	SMS	641.99	321	344	494	666	587	659	875.99
ENSBTAG00000018383_ATAD5	ATAD5	ATAD5	ATAD5	56	35	79	14	4	2	5	7
ENSBTAG00000018385_DNAJC8	DNAJC8	DNAJC8	DNAJC8	264	170	211	213	69	78	79	82
ENSBTAG00000018386_TEFM	TEFM	TEFM	TEFM	270	201	168	164	100	150	82	88
ENSBTAG00000018387_EIPR1	EIPR1	EIPR1	EIPR1	180	156	158	204	64	136	114	108
ENSBTAG00000018390_GLB1L2	GLB1L2	GLB1L2	GLB1L2	0	0	0	0	0	0	0	0
ENSBTAG00000018391_C19H17orf64	C19H17orf64	C19H17orf64	C19H17orf64	0	0	0	0	0	0	0	0
ENSBTAG00000018394_SDR42E1	SDR42E1	SDR42E1	SDR42E1	84	113	97	139	0	81	52	50
ENSBTAG00000018395_KIAA1217	KIAA1217	KIAA1217	KIAA1217	140	130	147	98	27	95	60	59
ENSBTAG00000018397_HHLA2	HHLA2	HHLA2	HHLA2	1	9	0	10	0	0	0	1
ENSBTAG00000018398_GPR4	GPR4	GPR4	GPR4	3	6	0	12	0	0	0	0
ENSBTAG00000018399_MYH15	MYH15	MYH15	MYH15	0	0	1	0	0	0	0	3
ENSBTAG00000018400_BRMS1L	BRMS1L	BRMS1L	BRMS1L	51	56	107	57	44	8	0	13
ENSBTAG00000018401_APLF	APLF	APLF	APLF	48	62	93	35	43	51	118	37
ENSBTAG00000018402_TSC22D2	TSC22D2	TSC22D2	TSC22D2	55	73	53	74	329	285	393	355
ENSBTAG00000018403_ARHGAP9	ARHGAP9	ARHGAP9	ARHGAP9	14	0	10	14	0	0	0	0
ENSBTAG00000018404_PRKG1	PRKG1	PRKG1	PRKG1	0	0	0	3	0	0	0	0
ENSBTAG00000018405_MARS1	MARS1	MARS1	MARS1	328	124	395	252	192	254	417	262
ENSBTAG00000018406_CSTF2T	CSTF2T	CSTF2T	CSTF2T	172	144	160	189	59	112	91	93
ENSBTAG00000018408_SNX14	SNX14	SNX14	SNX14	145	117	241	129	187	240	367	287
ENSBTAG00000018410_EBPL	EBPL	EBPL	EBPL	109	198	242	313	92	150	53	157
ENSBTAG00000018413_TENT5B	TENT5B	TENT5B	TENT5B	103	91	396	104	194	531	1187	466
ENSBTAG00000018415_TTLL4	TTLL4	TTLL4	TTLL4	36.46	44.01	55.34	58.71	10.07	49.15	70.47	15.5
ENSBTAG00000018416_CCDC42	CCDC42	CCDC42	CCDC42	0	0	0	0	0	0	0	0
ENSBTAG00000018417_PSMF1	PSMF1	PSMF1	PSMF1	608	183	228	264	647	91	154	106
ENSBTAG00000018418_TMEM74B	TMEM74B	TMEM74B	TMEM74B	5	14	2	0	0	0	0	0
ENSBTAG00000018419_ADCY4	ADCY4	ADCY4	ADCY4	4	5	1	0	0	5	0	0
ENSBTAG00000018420_POLG2	POLG2	POLG2	POLG2	36	82	58	32	34	35	13	14
ENSBTAG00000018421_WWP2	WWP2	WWP2	WWP2	146	139	190	220	123	159	283	176
ENSBTAG00000018422_RIPK3	RIPK3	RIPK3	RIPK3	74	10	29	29	72	3	3	0
ENSBTAG00000018423_DDX5	DDX5	DDX5	DDX5	1211	1034	1116	577	909	974	448	626
ENSBTAG00000018424_ACKR3	ACKR3	ACKR3	ACKR3	56	43	69	35	1	0	0	0
ENSBTAG00000018425_PSMD7	PSMD7	PSMD7	PSMD7	1290	836	1087	831	788	599	815	666
ENSBTAG00000018426_MRRF	MRRF	MRRF	MRRF	250	240	267	328	163	138	177	164
ENSBTAG00000018427_NCK1	NCK1	NCK1	NCK1	362	359	264	228	175	265	248	211
ENSBTAG00000018430_GSAP	GSAP	GSAP	GSAP	4	0	4	1	0	0	13	0
ENSBTAG00000018431_NAV2	NAV2	NAV2	NAV2	289	317	108	503	324	448	612	653
ENSBTAG00000018432_SLC6A15	SLC6A15	SLC6A15	SLC6A15	4	1	9	2	4	0	0	0
ENSBTAG00000018433_DENND6A	DENND6A	DENND6A	DENND6A	82	70	103	122	82	90	85	51
ENSBTAG00000018436_UBE2J1	UBE2J1	UBE2J1	UBE2J1	77	21	42	76	43	47	67	73
ENSBTAG00000018437_SMC5	SMC5	SMC5	SMC5	98	99	93	81	31	46	79	55
ENSBTAG00000018438_RRAGD	RRAGD	RRAGD	RRAGD	13	13	18	7	0	11	0	7
ENSBTAG00000018440_TAS2R4	TAS2R4	TAS2R4	TAS2R4	0	0	3	1	0	0	0	0
ENSBTAG00000018442_PRSS37	PRSS37	PRSS37	PRSS37	6	0	0	2	6	1	0	3
ENSBTAG00000018445_GRIN3A	GRIN3A	GRIN3A	GRIN3A	0	0	0	0	0	0	0	0
ENSBTAG00000018446_GCA	GCA	GCA	GCA	1	2	0	1	0	0	0	0
ENSBTAG00000018447_RABGGTB	RABGGTB	RABGGTB	RABGGTB	189	159	232	260	217	120	127	95
ENSBTAG00000018448_MSH4	MSH4	MSH4	MSH4	0	0	0	0	1	0	0	5
ENSBTAG00000018449_NUMA1	NUMA1	NUMA1	NUMA1	84	78	100	75	47	274	165	123
ENSBTAG00000018451_PTMS	PTMS	PTMS	PTMS	158	152	481	355	105	70	76	57
ENSBTAG00000018452_ANKRA2	ANKRA2	ANKRA2	ANKRA2	111	70	79	131	52	64	80	20
ENSBTAG00000018453_ANKRD37	ANKRD37	ANKRD37	ANKRD37	18	7	17	66	100	74	172	200
ENSBTAG00000018454_UFSP2	UFSP2	UFSP2	UFSP2	83	93	87	137	113	132	44	65
ENSBTAG00000018455_COMMD5	COMMD5	COMMD5	COMMD5	84	86	97	62	29	46	74	60
ENSBTAG00000018456_ZNF7	ZNF7	ZNF7	ZNF7	6	27	10	5	3	22	19	36
ENSBTAG00000018460_ADAMTS16	ADAMTS16	ADAMTS16	ADAMTS16	0	0	0	0	0	0	0	0
ENSBTAG00000018463_VIM	VIM	VIM	VIM	1045	668	420	463	96	16	28	35
ENSBTAG00000018464_ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	6	4	5	3	1	0	0	0
ENSBTAG00000018465_KCNAB1	KCNAB1	KCNAB1	KCNAB1	0	17	0	1	1	0	0	0
ENSBTAG00000018467_BBOF1	BBOF1	BBOF1	BBOF1	0	0	0	0	0	0	0	2
ENSBTAG00000018469_ALDH6A1	ALDH6A1	ALDH6A1	ALDH6A1	317	335	265	314	16	182	78	120
ENSBTAG00000018471_SSR3	SSR3	SSR3	SSR3	1212	706	1081	1018	1401	681	1264	1049
ENSBTAG00000018473_MARCO	MARCO	MARCO	MARCO	0	0	0	0	0	0	0	0
ENSBTAG00000018474_IL6R	IL6R	IL6R	IL6R	32	86	47	37	17	19	8	2
ENSBTAG00000018478_RPL7L1	RPL7L1	RPL7L1	RPL7L1	1451	1085	1098	1340	496	589	606	657
ENSBTAG00000018479_PTPMT1	PTPMT1	PTPMT1	PTPMT1	248	112	171	267	109	91	108	156
ENSBTAG00000018481	#VALUE!	-	ENSBTAG00000018481	0	0	3	0	0	0	0	0
ENSBTAG00000018482_KBTBD4	KBTBD4	KBTBD4	KBTBD4	232	95	183	238	59	104	96	67
ENSBTAG00000018483_NDUFS3	NDUFS3	NDUFS3	NDUFS3	786	527	1530	697	523	672	720	806
ENSBTAG00000018487_CFAP45	CFAP45	CFAP45	CFAP45	0	0	0	0	3	0	5	0
ENSBTAG00000018488_AFF1	AFF1	AFF1	AFF1	32	6	34	24	3	18	35	13
ENSBTAG00000018489_OTOL1	OTOL1	OTOL1	OTOL1	3	0	0	9	6	0	0	9
ENSBTAG00000018490_OR2D2	OR2D2	OR2D2	OR2D2	0	0	0	0	1	0	0	0
ENSBTAG00000018493_ERICH5	ERICH5	ERICH5	ERICH5	1	0	0	8	0	0	0	0
ENSBTAG00000018495_NKX6-3	NKX6-3	NKX6-3	NKX6-3	0	0	0	0	0	0	0	0
ENSBTAG00000018496_TIMM17B	TIMM17B	TIMM17B	TIMM17B	538	423	509	499	315	334	322	377
ENSBTAG00000018497_CAVIN2	CAVIN2	CAVIN2	CAVIN2	39	39	28	14	0	0	0	0
ENSBTAG00000018498_PQBP1	PQBP1	PQBP1	PQBP1	52	59	86	52	27	30	74	48
ENSBTAG00000018499_ANXA8L1	ANXA8L1	ANXA8L1	ANXA8L1	6048	4944	5446	5862	784	1183	718	682
ENSBTAG00000018501_ICE1	ICE1	ICE1	ICE1	18	25	28	7	37	29	46	33
ENSBTAG00000018502_ARMC9	ARMC9	ARMC9	ARMC9	24	32	12	6	9	37	5	19
ENSBTAG00000018503	#VALUE!	-	ENSBTAG00000018503	0	0	0	0	0	0	0	0
ENSBTAG00000018507	#VALUE!	-	ENSBTAG00000018507	0	0	0	0	0	0	0	0
ENSBTAG00000018508_TMEM108	TMEM108	TMEM108	TMEM108	23	54	0	33	1	23	11	0
ENSBTAG00000018509_ETNK2	ETNK2	ETNK2	ETNK2	6	6	15	15	0	2	4	4
ENSBTAG00000018513_FHL1	FHL1	FHL1	FHL1	399.91	1008.01	170	497.83	59.99	766.67	39	244.92
ENSBTAG00000018517_VLDLR	VLDLR	VLDLR	VLDLR	148	209	225	196	91	151	206	188
ENSBTAG00000018518_RASL10B	RASL10B	RASL10B	RASL10B	0	0	0	3	0	0	0	0
ENSBTAG00000018519_GAS2L2	GAS2L2	GAS2L2	GAS2L2	0	0	0	0	0	0	0	0
ENSBTAG00000018520_SCN1A	SCN1A	SCN1A	SCN1A	0	0	0	0	0	0	0	0
ENSBTAG00000018522_OAZ1	OAZ1	OAZ1	OAZ1	2065	1708	1710	1841	974	980	943	1123
ENSBTAG00000018523_TRIM38	TRIM38	TRIM38	TRIM38	114	83	102	69	123	22	38	11
ENSBTAG00000018524_AMHR2	AMHR2	AMHR2	AMHR2	1	0	2	2	1	0	0	0
ENSBTAG00000018527_HDGFL3	HDGFL3	HDGFL3	HDGFL3	14	25	12	1	0	0	0	0
ENSBTAG00000018528_USP45	USP45	USP45	USP45	32	12	5	13	7	11	7	0
ENSBTAG00000018530_TUBA8	TUBA8	TUBA8	TUBA8	0	1	0	0	0	0	0	0
ENSBTAG00000018531_JCHAIN	JCHAIN	JCHAIN	JCHAIN	24	22	51	21	50	5	31	3
ENSBTAG00000018534_ESS2	ESS2	ESS2	ESS2	21	44	41	29	12	21	22	26
ENSBTAG00000018535_CDK5RAP1	CDK5RAP1	CDK5RAP1	CDK5RAP1	168	177	196	263	48	104	98	173
ENSBTAG00000018538_CEP70	CEP70	CEP70	CEP70	76	67	44	59	24	13	16	23
ENSBTAG00000018539_KLK1	KLK1	KLK1	KLK1	6	5	3	6	4	1	1	2
ENSBTAG00000018540_NOX4	NOX4	NOX4	NOX4	1	1	0	0	0	0	0	0
ENSBTAG00000018543_VIL1	VIL1	VIL1	VIL1	0	0	2	0	0	0	0	0
ENSBTAG00000018545_KLK15	KLK15	KLK15	KLK15	0	0	0	0	0	0	0	0
ENSBTAG00000018546_LRBA	LRBA	LRBA	LRBA	44	97	156	85	11	70	115	53
ENSBTAG00000018548_INTS7	INTS7	INTS7	INTS7	157	58	200	63	48	34	59	67
ENSBTAG00000018549	#VALUE!	-	ENSBTAG00000018549	0	0	0	0	0	0	0	0
ENSBTAG00000018554	#VALUE!	-	ENSBTAG00000018554	0	0	0	0	0	0	0	0
ENSBTAG00000018556_MGC137211	MGC137211	MGC137211	MGC137211	0	0	0	0	0	0	0	0
ENSBTAG00000018557_YTHDF3	YTHDF3	YTHDF3	YTHDF3	584	334	520	442	247	346	457	349
ENSBTAG00000018559_LYRM1	LYRM1	LYRM1	LYRM1	77	15	37	66	130	27	130	87
ENSBTAG00000018560_DNAH3	DNAH3	DNAH3	DNAH3	3	0	0	1	1	0	3	2
ENSBTAG00000018562_LDAF1	LDAF1	LDAF1	LDAF1	140	484	299	213	341	796	401	568
ENSBTAG00000018563_SFRP2	SFRP2	SFRP2	SFRP2	21	14	0	0	0	0	0	0
ENSBTAG00000018564_ZFYVE27	ZFYVE27	ZFYVE27	ZFYVE27	73	80	51	69	68	56	27	75
ENSBTAG00000018566_SFRP5	SFRP5	SFRP5	SFRP5	0	0	0	0	0	0	0	0
ENSBTAG00000018569_CUL4B	CUL4B	CUL4B	CUL4B	237	135	300	169	180	96	82	106
ENSBTAG00000018570_SDR16C5	SDR16C5	SDR16C5	SDR16C5	867	401	813	459	2026	2735	2337	2819
ENSBTAG00000018571_IL1RL1	IL1RL1	IL1RL1	IL1RL1	0	0	0	0	0	0	8	0
ENSBTAG00000018572_FLT3	FLT3	FLT3	FLT3	0	1	0	9	0	0	0	0
ENSBTAG00000018575_TRHDE	TRHDE	TRHDE	TRHDE	0	0	0	0	0	0	0	0
ENSBTAG00000018576_DPYSL5	DPYSL5	DPYSL5	DPYSL5	0	0	0	0	0	0	0	0
ENSBTAG00000018577_SLC7A1	SLC7A1	SLC7A1	SLC7A1	63	29	59	51	21	25	35	29
ENSBTAG00000018578_LOXL3	LOXL3	LOXL3	LOXL3	8	9	1	4	0	0	0	0
ENSBTAG00000018579_DOK1	DOK1	DOK1	DOK1	54	59	17	66	0	5	0	9
ENSBTAG00000018580_CBY2	CBY2	CBY2	CBY2	0	0	0	0	0	0	0	0
ENSBTAG00000018581_EPC2	EPC2	EPC2	EPC2	18	5	50	25	1	2	4	9
ENSBTAG00000018583	#VALUE!	-	ENSBTAG00000018583	0	0	0	0	0	1	0	0
ENSBTAG00000018585_GABRB2	GABRB2	GABRB2	GABRB2	0	0	0	0	0	0	0	0
ENSBTAG00000018588_TMBIM6	TMBIM6	TMBIM6	TMBIM6	5401	4219	3295	5187	6209.99	7834.99	6926	9814
ENSBTAG00000018589_RFC2	RFC2	RFC2	RFC2	330	351	314	363	114	118	125	122
ENSBTAG00000018590_STRN	STRN	STRN	STRN	90	20	73	47	102	121	354	128
ENSBTAG00000018593_PSENEN	PSENEN	PSENEN	PSENEN	493	581	533	514	499	451	723	575
ENSBTAG00000018594_LIN37	LIN37	LIN37	LIN37	41	73	100	94	43	77	49	39
ENSBTAG00000018596_PTPN21	PTPN21	PTPN21	PTPN21	0	0	0	3	0	2	0	0
ENSBTAG00000018598_HSPB6	HSPB6	HSPB6	HSPB6	78	87	64	44	32	17	13	7
ENSBTAG00000018599_PROSER3	PROSER3	PROSER3	PROSER3	18	21	3	36	3	8	13	7
ENSBTAG00000018600_VGLL4	VGLL4	VGLL4	VGLL4	2	10	1	5	2	3	0	2
ENSBTAG00000018601_LYZL4	LYZL4	LYZL4	LYZL4	0	0	0	0	0	0	0	0
ENSBTAG00000018603_RGMA	RGMA	RGMA	RGMA	3	3	5	1	0	1	2	0
ENSBTAG00000018604_SEMA4G	SEMA4G	SEMA4G	SEMA4G	14	15	11	50	7	15	31	23
ENSBTAG00000018607_TSPEAR	TSPEAR	TSPEAR	TSPEAR	0	0	0	0	0	0	0	0
ENSBTAG00000018610_KRTAP12-2	KRTAP12-2	KRTAP12-2	KRTAP12-2	0	0	0	0	0	0	0	0
ENSBTAG00000018613_NOL8	NOL8	NOL8	NOL8	147	75	158	130	97	96	55	60
ENSBTAG00000018616_IPO11	IPO11	IPO11	IPO11	77	16	71	54	4	17	22	35
ENSBTAG00000018622_PCBP4	PCBP4	PCBP4	PCBP4	22	12	38	28	29	43	31	41
ENSBTAG00000018625_ZNF263	ZNF263	ZNF263	ZNF263	53	28	51	47	0	19	15	14
ENSBTAG00000018628_RPL29	RPL29	RPL29	RPL29	4286	3667	3045	3789	1671	1809	2019	2071
ENSBTAG00000018629_CWF19L2	CWF19L2	CWF19L2	CWF19L2	140	169	148	176	77	79	166	49
ENSBTAG00000018631_SAP18	SAP18	SAP18	SAP18	1573.99	1180	1704.97	1300	678	644	866.99	928.99
ENSBTAG00000018633_RABAC1	RABAC1	RABAC1	RABAC1	1641	1367	1495	1607	1098	973	1425	1596
ENSBTAG00000018635_ATP1A3	ATP1A3	ATP1A3	ATP1A3	0	0	0	0	0	0	0	0
ENSBTAG00000018636_CCNK	CCNK	CCNK	CCNK	105	99	89	104	55	31	51	32
ENSBTAG00000018637_HDDC3	HDDC3	HDDC3	HDDC3	388	351	431	435	103	161	155	155
ENSBTAG00000018638_CC2D2A	CC2D2A	CC2D2A	CC2D2A	0	0	7	0	0	0	0	0
ENSBTAG00000018639_UNC45A	UNC45A	UNC45A	UNC45A	390	262	442	188	86	245	323	158
ENSBTAG00000018642_RCCD1	RCCD1	RCCD1	RCCD1	14	3	36	17	10	5	7	9
ENSBTAG00000018643_PRC1	PRC1	PRC1	PRC1	483	226	700	393	54	23	174	33
ENSBTAG00000018644_PDZRN3	PDZRN3	PDZRN3	PDZRN3	0	0	0	0	1	0	0	0
ENSBTAG00000018645_DLX5	DLX5	DLX5	DLX5	0	2	0	0	13	3	22	6
ENSBTAG00000018646_ATP6V1B2	ATP6V1B2	ATP6V1B2	ATP6V1B2	362	403	478	496	298	528	631	734
ENSBTAG00000018647_SLC2A11	SLC2A11	SLC2A11	SLC2A11	73	101	43	66	11	17	13	13
ENSBTAG00000018650_HEPACAM	HEPACAM	HEPACAM	HEPACAM	22	8	14	39	33	11	2	11
ENSBTAG00000018652_CXCL17	CXCL17	CXCL17	CXCL17	1	0	1	3	2	0	2	0
ENSBTAG00000018653_NABP1	NABP1	NABP1	NABP1	12	44	15	64	41	75	63	117
ENSBTAG00000018655_MYDGF	MYDGF	MYDGF	MYDGF	420	335	553	498	330	198	463	444
ENSBTAG00000018656_HP1BP3	HP1BP3	HP1BP3	HP1BP3	584	506	553	574	197	344	306	313
ENSBTAG00000018657_ATP13A5	ATP13A5	ATP13A5	ATP13A5	0	0	0	0	0	0	0	0
ENSBTAG00000018658_TNRC6C	TNRC6C	TNRC6C	TNRC6C	0	3	4	2	0	0	7	0
ENSBTAG00000018660_PPP6R2	PPP6R2	PPP6R2	PPP6R2	26	32	54	58	40	32	158	93
ENSBTAG00000018661_TMC6	TMC6	TMC6	TMC6	167	187	219	162	103	286	92	200
ENSBTAG00000018663_GPRC5C	GPRC5C	GPRC5C	GPRC5C	123	117	98	100	127	229	183	240
ENSBTAG00000018667_RCL1	RCL1	RCL1	RCL1	317	227	172	189	117	201	56	72
ENSBTAG00000018669_PLB1	PLB1	PLB1	PLB1	38	3	14	7	25	17	1	17
ENSBTAG00000018671_DCUN1D2	DCUN1D2	DCUN1D2	DCUN1D2	6	0	0	0	0	0	1	0
ENSBTAG00000018673_TRIM17	TRIM17	TRIM17	TRIM17	5	0	1	0	0	0	1	1
ENSBTAG00000018674_PAK1IP1	PAK1IP1	PAK1IP1	PAK1IP1	585	386	417	349	196	223	267	194
ENSBTAG00000018680	#VALUE!	-	ENSBTAG00000018680	221	116.87	169.94	196.98	91	188.97	188.93	166.84
ENSBTAG00000018681_TBXT	TBXT	TBXT	TBXT	0	0	0	0	0	0	0	0
ENSBTAG00000018682_SETD4	SETD4	SETD4	SETD4	19	18	16	3	4	11	15	14
ENSBTAG00000018688_CBR3	CBR3	CBR3	CBR3	639	667	594	845	291	443	569	600
ENSBTAG00000018689_LIG3	LIG3	LIG3	LIG3	75	69	111	43	12	79	64	35
ENSBTAG00000018690_RPAP3	RPAP3	RPAP3	RPAP3	228	110	209	106	45.01	48	4	91
ENSBTAG00000018691_RHOU	RHOU	RHOU	RHOU	11	32	7	26	86	74	55	71
ENSBTAG00000018694_ACSS3	ACSS3	ACSS3	ACSS3	0	1	1	0	0	0	4	0
ENSBTAG00000018697_WDR44	WDR44	WDR44	WDR44	56	86	87	98	23	54	29	14
ENSBTAG00000018699_KAT7	KAT7	KAT7	KAT7	337	177	248	223	76	224	113	166
ENSBTAG00000018703_OSTN	OSTN	OSTN	OSTN	0	0	0	0	4	1	10	1
ENSBTAG00000018704_BTG3	BTG3	BTG3	BTG3	569	383	477	433	161	225	141	244
ENSBTAG00000018705_ADCY3	ADCY3	ADCY3	ADCY3	72	49	80	85	3	9	5	6
ENSBTAG00000018706_PCTP	PCTP	PCTP	PCTP	111	39	135	116	25	21	20	16
ENSBTAG00000018707_LDB3	LDB3	LDB3	LDB3	0	0	0	0	1	0	0	0
ENSBTAG00000018709_CATSPERB	CATSPERB	CATSPERB	CATSPERB	0	0	0	0	0	0	0	1
ENSBTAG00000018710_TTF1	TTF1	TTF1	TTF1	140	51	68	73	50	70	49	92
ENSBTAG00000018711_DENND4B	DENND4B	DENND4B	DENND4B	14	4	3	4	0	0	4	0
ENSBTAG00000018713	#VALUE!	-	ENSBTAG00000018713	0	0	0	0	0	0	0	0
